,case,C,T0,Tf,alpha,L,D,check,mean_time,efficacy,clusters
316,30x90.txt,2,50,0.002,0.9,10,12,4,4.50853133,0.34515366430260047,5
317,30x90.txt,2,50,0.002,0.9,10,18,4,3.5314151,0.2811791383219955,3
318,30x90.txt,2,50,0.002,0.9,30,6,4,26.78392184,0.2811791383219955,3
319,30x90.txt,2,50,0.002,0.9,30,12,4,3.73955762,0.2811791383219955,3
320,30x90.txt,2,50,0.002,0.9,30,18,4,3.69701898,0.2811791383219955,3
321,30x90.txt,2,50,0.002,0.9,70,6,4,57.55855906,0.2811791383219955,3
322,30x90.txt,2,50,0.002,0.9,70,12,4,3.87639904,0.2811791383219955,3
323,30x90.txt,2,50,0.002,0.9,70,18,4,3.63201308,0.2811791383219955,3
324,37x53.txt,2,10,0.002,0.7,10,6,4,0.71544242,0.5822669104204753,3
325,37x53.txt,2,10,0.002,0.7,10,12,4,0.62694144,0.5886654478976234,3
326,37x53.txt,2,10,0.002,0.7,10,18,4,0.64148557,0.5963302752293578,3
327,37x53.txt,2,10,0.002,0.7,30,6,4,0.71025503,0.5822669104204753,3
328,37x53.txt,2,10,0.002,0.7,30,12,4,0.67626739,0.5886654478976234,3
329,37x53.txt,2,10,0.002,0.7,30,18,4,0.63984883,0.5963302752293578,3
330,37x53.txt,2,10,0.002,0.7,70,6,4,0.67437959,0.5822669104204753,3
331,37x53.txt,2,10,0.002,0.7,70,12,4,0.65658545,0.5886654478976234,3
332,37x53.txt,2,10,0.002,0.7,70,18,4,0.64210057,0.5963302752293578,3
333,37x53.txt,2,10,0.002,0.8,10,6,4,0.92010653,0.6046511627906976,3
334,37x53.txt,2,10,0.002,0.8,10,12,4,0.8463887,0.6046511627906976,3
335,37x53.txt,2,10,0.002,0.8,10,18,4,0.89326096,0.6007359705611776,3
336,37x53.txt,2,10,0.002,0.8,30,6,4,0.97863221,0.6046511627906976,3
337,37x53.txt,2,10,0.002,0.8,30,12,4,0.90083599,0.6046511627906976,3
338,37x53.txt,2,10,0.002,0.8,30,18,4,0.88324845,0.6007359705611776,3
339,37x53.txt,2,10,0.002,0.8,70,6,4,0.98076046,0.6046511627906976,3
340,37x53.txt,2,10,0.002,0.8,70,12,4,0.89913011,0.6046511627906976,3
341,37x53.txt,2,10,0.002,0.8,70,18,4,0.87251353,0.6007359705611776,3
342,37x53.txt,2,10,0.002,0.9,10,6,4,1.00664449,0.6046511627906976,3
343,37x53.txt,2,10,0.002,0.9,10,12,4,0.82840335,0.6046511627906976,3
344,37x53.txt,2,10,0.002,0.9,10,18,4,0.87257791,0.6007359705611776,3
345,37x53.txt,2,10,0.002,0.9,30,6,4,1.0129025,0.6046511627906976,3
346,37x53.txt,2,10,0.002,0.9,30,12,4,0.85938954,0.6046511627906976,3
347,37x53.txt,2,10,0.002,0.9,30,18,4,0.86416745,0.6007359705611776,3
348,37x53.txt,2,10,0.002,0.9,70,6,4,0.97648644,0.6046511627906976,3
349,37x53.txt,2,10,0.002,0.9,70,12,4,0.86523294,0.6046511627906976,3
350,37x53.txt,2,10,0.002,0.9,70,18,4,0.83444703,0.6007359705611776,3
351,37x53.txt,2,30,0.002,0.7,10,6,4,0.76413405,0.6046511627906976,3
352,37x53.txt,2,30,0.002,0.7,10,12,4,0.75263202,0.6046511627906976,3
353,37x53.txt,2,30,0.002,0.7,10,18,4,0.72632134,0.6007359705611776,3
354,37x53.txt,2,30,0.002,0.7,30,6,4,0.76287556,0.6046511627906976,3
355,37x53.txt,2,30,0.002,0.7,30,12,4,0.77452958,0.6046511627906976,3
356,37x53.txt,2,30,0.002,0.7,30,18,4,0.76226211,0.6007359705611776,3
357,37x53.txt,2,30,0.002,0.7,70,6,4,0.7345016,0.6046511627906976,3
358,37x53.txt,2,30,0.002,0.7,70,12,4,0.73907101,0.6046511627906976,3
359,37x53.txt,2,30,0.002,0.7,70,18,4,0.77927005,0.6007359705611776,3
360,37x53.txt,2,30,0.002,0.8,10,6,4,0.92561066,0.6046511627906976,3
361,37x53.txt,2,30,0.002,0.8,10,12,4,0.74816251,0.6046511627906976,3
362,37x53.txt,2,30,0.002,0.8,10,18,4,0.83663762,0.6007359705611776,3
363,37x53.txt,2,30,0.002,0.8,30,6,4,0.98657501,0.6046511627906976,3
364,37x53.txt,2,30,0.002,0.8,30,12,4,0.81463492,0.6046511627906976,3
365,37x53.txt,2,30,0.002,0.8,30,18,4,0.8702085,0.6007359705611776,3
366,37x53.txt,2,30,0.002,0.8,70,6,4,0.96788502,0.6046511627906976,3
367,37x53.txt,2,30,0.002,0.8,70,12,4,0.85192204,0.6046511627906976,3
368,37x53.txt,2,30,0.002,0.8,70,18,4,0.88546252,0.6007359705611776,3
369,37x53.txt,2,30,0.002,0.9,10,6,4,1.00812852,0.6046511627906976,3
370,37x53.txt,2,30,0.002,0.9,10,12,4,0.82518137,0.6046511627906976,3
371,37x53.txt,2,30,0.002,0.9,10,18,4,0.89519751,0.6007359705611776,3
372,37x53.txt,2,30,0.002,0.9,30,6,4,1.00116861,0.6046511627906976,3
373,37x53.txt,2,30,0.002,0.9,30,12,4,0.83733511,0.6046511627906976,3
374,37x53.txt,2,30,0.002,0.9,30,18,4,0.88234711,0.6007359705611776,3
375,37x53.txt,2,30,0.002,0.9,70,6,4,0.94208395,0.6046511627906976,3
376,37x53.txt,2,30,0.002,0.9,70,12,4,0.83769703,0.6046511627906976,3
377,37x53.txt,2,30,0.002,0.9,70,18,4,0.85318196,0.6007359705611776,3
378,37x53.txt,2,50,0.002,0.7,10,6,4,0.81503642,0.6046511627906976,3
379,37x53.txt,2,50,0.002,0.7,10,12,4,0.77899647,0.6046511627906976,3
380,37x53.txt,2,50,0.002,0.7,10,18,4,0.83265054,0.6007359705611776,3
381,37x53.txt,2,50,0.002,0.7,30,6,4,0.85396647,0.6046511627906976,3
382,37x53.txt,2,50,0.002,0.7,30,12,4,0.82821345,0.6046511627906976,3
383,37x53.txt,2,50,0.002,0.7,30,18,4,0.84275544,0.6007359705611776,3
384,37x53.txt,2,50,0.002,0.7,70,6,4,0.83771312,0.6046511627906976,3
385,37x53.txt,2,50,0.002,0.7,70,12,4,0.80428004,0.6046511627906976,3
386,37x53.txt,2,50,0.002,0.7,70,18,4,0.85720003,0.6007359705611776,3
387,37x53.txt,2,50,0.002,0.8,10,6,4,0.87584448,0.6046511627906976,3
388,37x53.txt,2,50,0.002,0.8,10,12,4,0.8194294,0.6046511627906976,3
389,37x53.txt,2,50,0.002,0.8,10,18,4,0.80506814,0.6007359705611776,3
390,37x53.txt,2,50,0.002,0.8,30,6,4,0.98868644,0.6046511627906976,3
391,37x53.txt,2,50,0.002,0.8,30,12,4,0.9045639,0.6046511627906976,3
392,37x53.txt,2,50,0.002,0.8,30,18,4,0.90452933,0.6007359705611776,3
393,37x53.txt,2,50,0.002,0.8,70,6,4,1.00305951,0.6046511627906976,3
394,37x53.txt,2,50,0.002,0.8,70,12,4,0.86130846,0.6046511627906976,3
395,37x53.txt,2,50,0.002,0.8,70,18,4,0.86241543,0.6007359705611776,3
396,37x53.txt,2,50,0.002,0.9,10,6,4,0.98460484,0.6046511627906976,3
397,37x53.txt,2,50,0.002,0.9,10,12,4,0.83019257,0.6046511627906976,3
398,37x53.txt,2,50,0.002,0.9,10,18,4,0.88187945,0.6007359705611776,3
399,37x53.txt,2,50,0.002,0.9,30,6,4,1.00839269,0.6046511627906976,3
400,37x53.txt,2,50,0.002,0.9,30,12,4,0.83681691,0.6046511627906976,3
401,37x53.txt,2,50,0.002,0.9,30,18,4,0.87335408,0.6007359705611776,3
402,37x53.txt,2,50,0.002,0.9,70,6,4,0.9740181,0.6046511627906976,3
403,37x53.txt,2,50,0.002,0.9,70,12,4,0.83611751,0.6046511627906976,3
404,37x53.txt,2,50,0.002,0.9,70,18,4,0.8561151,0.6007359705611776,3
